1351|252|1277.36|Ahorros
1352|253|2063.19|Corriente
1353|254|4070.41|Corriente
1354|255|2563.77|Ahorros
1355|256|1847.89|Corriente
1356|257|877.42|Corriente
1357|258|4840.01|Ahorros
1358|259|3566.35|Corriente
1359|260|966.02|Corriente
1360|261|4667.27|Ahorros
1361|262|1065.80|Corriente
1362|263|2195.37|Corriente
1363|264|2637.27|Ahorros
1364|265|1418.55|Corriente
1365|266|993.98|Corriente
1366|267|2285.79|Ahorros
1367|268|3603.15|Corriente
1368|269|1693.77|Corriente
1369|270|3886.26|Ahorros
1370|271|4638.38|Corriente
1371|272|3603.90|Corriente
1372|273|1494.73|Ahorros
1373|274|3912.73|Corriente
1374|275|4199.33|Corriente
1375|276|1369.57|Ahorros
1376|277|3820.73|Corriente
1377|278|2077.33|Corriente
1378|279|1227.89|Ahorros
1379|280|4368.61|Corriente
1380|281|1725.68|Corriente
1381|282|4118.36|Ahorros
1382|283|3780.28|Corriente
1383|284|3970.21|Corriente
1384|285|3309.33|Ahorros
1385|286|1367.72|Corriente
1386|287|2446.05|Corriente
1387|288|1257.61|Ahorros
1388|289|786.66|Corriente
1389|290|797.56|Corriente
1390|291|2708.98|Ahorros
1391|292|3762.90|Corriente
1392|293|3067.61|Corriente
1393|294|1930.32|Ahorros
1394|295|568.79|Corriente
1395|296|3381.00|Corriente
1396|297|4644.76|Ahorros
1397|298|1439.48|Corriente
1398|299|3152.35|Corriente
1399|300|2660.16|Ahorros
1400|301|2530.45|Corriente
1401|302|2121.96|Corriente
1402|303|4463.34|Ahorros
1403|304|559.57|Corriente
1404|305|2006.96|Corriente
1405|306|2980.52|Ahorros
1406|307|1167.81|Corriente
1407|308|1610.80|Corriente
1408|309|1053.19|Ahorros
1409|310|1914.61|Corriente
1410|311|3890.09|Corriente
1411|312|2719.06|Ahorros
1412|313|989.83|Corriente
1413|314|3481.49|Corriente
1414|315|2397.65|Ahorros
1415|316|3092.85|Corriente
1416|317|4141.06|Corriente
1417|318|3856.12|Ahorros
1418|319|787.23|Corriente
1419|320|1495.96|Corriente
1420|321|2645.53|Ahorros
1421|322|4487.61|Corriente
1422|323|2344.82|Corriente
1423|324|1674.58|Ahorros
