2601|502|4786.08|Corriente
2602|503|1740.25|Ahorros
2603|504|4369.26|Corriente
2604|505|4589.31|Corriente
2605|506|1435.30|Ahorros
2606|507|4525.17|Corriente
2607|508|4927.43|Corriente
2608|509|998.36|Ahorros
2609|510|2490.61|Corriente
2610|511|3617.10|Corriente
2611|512|2150.38|Ahorros
2612|513|4436.27|Corriente
2613|514|4498.28|Corriente
2614|515|3106.43|Ahorros
2615|516|1383.63|Corriente
2616|517|1782.53|Corriente
2617|518|3497.13|Ahorros
2618|519|3102.52|Corriente
2619|520|898.05|Corriente
2620|521|690.27|Ahorros
2621|522|663.52|Corriente
2622|523|4386.88|Corriente
2623|524|1399.00|Ahorros
2624|525|4496.55|Corriente
2625|526|1226.71|Corriente
2626|527|1947.26|Ahorros
2627|528|2489.46|Corriente
2628|529|4718.06|Corriente
2629|530|1858.47|Ahorros
2630|531|2201.54|Corriente
2631|532|1692.86|Corriente
2632|533|4734.90|Ahorros
2633|534|2157.77|Corriente
2634|535|2202.81|Corriente
2635|536|4597.00|Ahorros
2636|537|3350.12|Corriente
2637|538|4470.44|Corriente
2638|539|3928.45|Ahorros
2639|540|1088.73|Corriente
2640|541|2074.49|Corriente
2641|542|3607.01|Ahorros
2642|543|3394.84|Corriente
2643|544|1011.31|Corriente
2644|545|727.64|Ahorros
2645|546|1547.32|Corriente
2646|547|1306.72|Corriente
2647|548|3891.15|Ahorros
2648|549|3764.63|Corriente
2649|550|3949.93|Corriente
2650|551|1745.95|Ahorros
2651|552|2648.50|Corriente
2652|553|4634.77|Corriente
2653|554|3716.13|Ahorros
2654|555|4027.27|Corriente
2655|556|2928.21|Corriente
2656|557|3954.01|Ahorros
2657|558|1493.86|Corriente
2658|559|1801.10|Corriente
2659|560|860.77|Ahorros
2660|561|2825.87|Corriente
2661|562|845.02|Corriente
2662|563|762.57|Ahorros
2663|564|1691.27|Corriente
2664|565|4776.93|Corriente
2665|566|2341.39|Ahorros
2666|567|2434.30|Corriente
2667|568|2794.61|Corriente
2668|569|2982.58|Ahorros
2669|570|4598.81|Corriente
2670|571|1426.22|Corriente
2671|572|1128.84|Ahorros
2672|573|2746.14|Corriente
2673|574|4707.05|Corriente
2674|575|1340.08|Ahorros
2675|576|4165.55|Corriente
2676|577|4060.43|Corriente
2677|578|2663.81|Ahorros
2678|579|578.42|Corriente
2679|580|3775.83|Corriente
2680|581|4524.41|Ahorros
2681|582|4775.18|Corriente
2682|583|4738.27|Corriente
2683|584|4443.77|Ahorros
2684|585|1909.77|Corriente
2685|586|3041.98|Corriente
2686|587|4518.41|Ahorros
2687|588|3525.27|Corriente
2688|589|2272.25|Corriente
2689|590|2811.84|Ahorros
2690|591|3145.55|Corriente
2691|592|4069.67|Corriente
2692|593|2680.80|Ahorros
2693|594|1440.03|Corriente
2694|595|4729.79|Corriente
2695|596|2473.73|Ahorros
2696|597|1893.96|Corriente
2697|598|2868.71|Corriente
2698|599|1192.33|Ahorros
2699|600|943.43|Corriente
2700|601|647.44|Corriente
2701|602|2903.84|Ahorros
2702|603|1969.82|Corriente
2703|604|2897.38|Corriente
2704|605|629.26|Ahorros
2705|606|541.78|Corriente
2706|607|1588.48|Corriente
2707|608|4557.89|Ahorros
2708|609|4209.84|Corriente
2709|610|4973.43|Corriente
2710|611|1918.72|Ahorros
2711|612|4540.16|Corriente
2712|613|562.87|Corriente
2713|614|3872.79|Ahorros
2714|615|1966.36|Corriente
2715|616|1768.71|Corriente
2716|617|1460.26|Ahorros
2717|618|3759.05|Corriente
2718|619|3429.84|Corriente
2719|620|2520.76|Ahorros
2720|621|1749.10|Corriente
2721|622|3106.29|Corriente
2722|623|1454.80|Ahorros
2723|624|2821.10|Corriente
2724|625|822.08|Corriente
2725|626|4463.72|Ahorros
2726|627|1546.99|Corriente
2727|628|4790.08|Corriente
2728|629|774.03|Ahorros
2729|630|4140.25|Corriente
2730|631|1462.40|Corriente
2731|632|4877.12|Ahorros
2732|633|4396.80|Corriente
2733|634|1002.58|Corriente
2734|635|1579.64|Ahorros
2735|636|3695.72|Corriente
2736|637|3702.20|Corriente
2737|638|3132.98|Ahorros
2738|639|4273.69|Corriente
2739|640|3912.82|Corriente
2740|641|2278.60|Ahorros
2741|642|2994.45|Corriente
2742|643|1152.25|Corriente
2743|644|3835.25|Ahorros
2744|645|4980.33|Corriente
2745|646|1354.46|Corriente
2746|647|686.82|Ahorros
2747|648|2479.25|Corriente
2748|649|721.48|Corriente
2749|650|526.03|Ahorros
2750|651|1768.54|Corriente
2751|652|2504.82|Corriente
2752|653|1995.22|Ahorros
2753|654|2994.75|Corriente
2754|655|2046.06|Corriente
2755|656|2446.61|Ahorros
2756|657|3668.52|Corriente
2757|658|1214.09|Corriente
2758|659|4556.98|Ahorros
2759|660|4674.77|Corriente
2760|661|3608.11|Corriente
2761|662|2767.55|Ahorros
2762|663|2147.83|Corriente
2763|664|4475.49|Corriente
2764|665|3278.17|Ahorros
2765|666|716.07|Corriente
2766|667|4488.16|Corriente
2767|668|2548.91|Ahorros
2768|669|1112.83|Corriente
2769|670|2771.68|Corriente
2770|671|3123.62|Ahorros
2771|672|1084.59|Corriente
2772|673|4707.24|Corriente
2773|674|964.42|Ahorros
2774|675|2980.42|Corriente
2775|676|3889.09|Corriente
2776|677|1689.84|Ahorros
2777|678|4698.42|Corriente
2778|679|2028.45|Corriente
2779|680|808.78|Ahorros
2780|681|3535.44|Corriente
2781|682|2525.21|Corriente
2782|683|1434.50|Ahorros
2783|684|911.68|Corriente
2784|685|553.71|Corriente
2785|686|1097.64|Ahorros
2786|687|2488.23|Corriente
2787|688|566.92|Corriente
2788|689|1841.19|Ahorros
2789|690|2106.16|Corriente
2790|691|2363.34|Corriente
2791|692|2187.61|Ahorros
2792|693|3115.91|Corriente
2793|694|4040.50|Corriente
2794|695|4384.76|Ahorros
2795|696|4483.35|Corriente
2796|697|1563.43|Corriente
2797|698|4864.81|Ahorros
2798|699|907.99|Corriente
2799|700|3602.70|Corriente
2800|701|2610.64|Ahorros
2801|702|2141.72|Corriente
2802|703|2181.62|Corriente
2803|704|4032.32|Ahorros
2804|705|4909.33|Corriente
2805|706|3791.86|Corriente
2806|707|4655.72|Ahorros
2807|708|559.73|Corriente
2808|709|4255.52|Corriente
2809|710|3529.27|Ahorros
2810|711|1119.68|Corriente
2811|712|1999.49|Corriente
2812|713|3192.41|Ahorros
2813|714|1070.38|Corriente
2814|715|3801.27|Corriente
2815|716|729.07|Ahorros
2816|717|3644.76|Corriente
2817|718|3974.35|Corriente
2818|719|3135.61|Ahorros
2819|720|1879.58|Corriente
2820|721|4111.21|Corriente
2821|722|3436.08|Ahorros
2822|723|3817.29|Corriente
2823|724|2279.45|Corriente
2824|725|3696.80|Ahorros
2825|726|4019.58|Corriente
2826|727|982.02|Corriente
2827|728|2454.35|Ahorros
2828|729|4602.88|Corriente
2829|730|1189.13|Corriente
2830|731|4425.00|Ahorros
2831|732|2645.46|Corriente
2832|733|2603.94|Corriente
2833|734|2068.28|Ahorros
2834|735|2152.61|Corriente
2835|736|2420.10|Corriente
2836|737|2031.74|Ahorros
2837|738|4632.85|Corriente
2838|739|3281.03|Corriente
2839|740|513.50|Ahorros
2840|741|3355.96|Corriente
2841|742|4022.71|Corriente
2842|743|1841.00|Ahorros
2843|744|3058.71|Corriente
2844|745|2597.44|Corriente
2845|746|1339.76|Ahorros
2846|747|4921.51|Corriente
2847|748|4332.77|Corriente
2848|749|2035.30|Ahorros
2849|750|1184.24|Corriente
2850|751|786.59|Corriente
2851|752|2571.49|Ahorros
2852|753|4972.53|Corriente
2853|754|4770.31|Corriente
2854|755|3129.46|Ahorros
2855|756|3282.94|Corriente
2856|757|3205.69|Corriente
2857|758|4253.18|Ahorros
2858|759|2986.12|Corriente
2859|760|3819.84|Corriente
2860|761|1304.19|Ahorros
2861|762|1394.60|Corriente
2862|763|516.33|Corriente
2863|764|1755.21|Ahorros
