101|2|2128.11|Corriente
102|3|4698.47|Corriente
103|4|4248.91|Ahorros
104|5|1969.14|Corriente
105|6|1559.86|Corriente
106|7|2071.02|Ahorros
107|8|2516.35|Corriente
108|9|3371.69|Corriente
109|10|1212.20|Ahorros
110|11|3960.00|Corriente
111|12|4752.83|Corriente
112|13|795.13|Ahorros
113|14|4146.04|Corriente
114|15|2650.62|Corriente
115|16|1996.64|Ahorros
116|17|3616.39|Corriente
117|18|4623.03|Corriente
118|19|2078.88|Ahorros
119|20|906.09|Corriente
120|21|2999.30|Corriente
121|22|962.49|Ahorros
122|23|4749.61|Corriente
123|24|1373.82|Corriente
124|25|1640.82|Ahorros
125|26|3632.31|Corriente
126|27|713.00|Corriente
127|28|1403.25|Ahorros
128|29|4325.66|Corriente
129|30|2291.09|Corriente
130|31|1542.51|Ahorros
131|32|1202.06|Corriente
132|33|799.88|Corriente
133|34|962.07|Ahorros
134|35|3161.87|Corriente
135|36|2199.98|Corriente
136|37|2730.46|Ahorros
137|38|3186.11|Corriente
138|39|4601.94|Corriente
139|40|903.49|Ahorros
140|41|1352.17|Corriente
141|42|2870.25|Corriente
142|43|4828.92|Ahorros
143|44|2659.10|Corriente
144|45|2815.70|Corriente
145|46|4121.62|Ahorros
146|47|2674.93|Corriente
147|48|508.48|Corriente
148|49|3241.86|Ahorros
149|50|3131.85|Corriente
150|51|3618.89|Corriente
151|52|3383.59|Ahorros
152|53|1055.37|Corriente
153|54|656.53|Corriente
154|55|4211.50|Ahorros
155|56|2408.26|Corriente
156|57|1318.76|Corriente
157|58|2316.18|Ahorros
158|59|1811.06|Corriente
159|60|3543.57|Corriente
160|61|3511.99|Ahorros
161|62|1830.42|Corriente
162|63|2999.17|Corriente
163|64|2239.02|Ahorros
164|65|506.74|Corriente
165|66|3385.62|Corriente
166|67|3574.57|Ahorros
167|68|3128.61|Corriente
168|69|2865.47|Corriente
169|70|3127.68|Ahorros
170|71|4381.78|Corriente
171|72|4141.69|Corriente
172|73|3054.95|Ahorros
173|74|2266.06|Corriente
174|75|4416.72|Corriente
175|76|3182.19|Ahorros
176|77|4701.64|Corriente
177|78|2973.28|Corriente
178|79|3166.27|Ahorros
179|80|2266.44|Corriente
180|81|2131.72|Corriente
181|82|2164.70|Ahorros
182|83|1480.30|Corriente
183|84|2699.89|Corriente
184|85|632.79|Ahorros
185|86|4347.59|Corriente
186|87|3445.85|Corriente
187|88|2016.17|Ahorros
188|89|3645.97|Corriente
189|90|535.39|Corriente
190|91|730.98|Ahorros
191|92|997.88|Corriente
192|93|2947.33|Corriente
193|94|2733.62|Ahorros
194|95|693.09|Corriente
195|96|2648.05|Corriente
196|97|4805.79|Ahorros
197|98|2217.01|Corriente
198|99|2700.75|Corriente
199|100|1983.52|Ahorros
200|101|4610.96|Corriente
201|102|3234.13|Corriente
202|103|601.45|Ahorros
203|104|3477.18|Corriente
204|105|3048.97|Corriente
205|106|895.21|Ahorros
206|107|3578.40|Corriente
207|108|4384.49|Corriente
208|109|4066.62|Ahorros
209|110|2821.86|Corriente
210|111|1778.80|Corriente
211|112|2551.73|Ahorros
212|113|2105.39|Corriente
213|114|2662.98|Corriente
214|115|4563.22|Ahorros
215|116|3618.33|Corriente
216|117|1405.33|Corriente
217|118|810.50|Ahorros
218|119|1021.37|Corriente
219|120|2793.47|Corriente
220|121|1075.78|Ahorros
221|122|4580.34|Corriente
222|123|1022.62|Corriente
223|124|608.82|Ahorros
224|125|4105.42|Corriente
225|126|2759.53|Corriente
226|127|4521.76|Ahorros
227|128|1222.93|Corriente
228|129|3036.80|Corriente
229|130|4258.67|Ahorros
230|131|620.02|Corriente
231|132|4980.97|Corriente
232|133|662.23|Ahorros
233|134|2150.53|Corriente
234|135|2489.32|Corriente
235|136|1013.38|Ahorros
236|137|4307.27|Corriente
237|138|619.91|Corriente
238|139|3703.81|Ahorros
239|140|3191.23|Corriente
240|141|1055.61|Corriente
241|142|1798.19|Ahorros
242|143|786.77|Corriente
243|144|1742.65|Corriente
244|145|3135.01|Ahorros
245|146|1106.19|Corriente
246|147|1873.52|Corriente
247|148|2774.51|Ahorros
248|149|1127.49|Corriente
249|150|3083.64|Corriente
250|151|1811.10|Ahorros
251|152|837.05|Corriente
252|153|4689.42|Corriente
253|154|2240.14|Ahorros
254|155|2264.08|Corriente
255|156|4014.73|Corriente
256|157|3566.78|Ahorros
257|158|4723.10|Corriente
258|159|3472.74|Corriente
259|160|4326.46|Ahorros
260|161|4869.34|Corriente
261|162|1561.36|Corriente
262|163|714.32|Ahorros
263|164|3470.48|Corriente
264|165|4323.89|Corriente
265|166|4409.74|Ahorros
266|167|751.19|Corriente
267|168|1154.74|Corriente
268|169|4060.95|Ahorros
269|170|1089.40|Corriente
270|171|3610.70|Corriente
271|172|4412.51|Ahorros
272|173|2902.08|Corriente
273|174|2291.64|Corriente
274|175|2430.74|Ahorros
275|176|4914.61|Corriente
276|177|4105.69|Corriente
277|178|4088.64|Ahorros
278|179|1322.15|Corriente
279|180|1354.54|Corriente
280|181|1597.96|Ahorros
281|182|1873.70|Corriente
282|183|4744.80|Corriente
283|184|2501.13|Ahorros
284|185|1362.63|Corriente
285|186|3535.51|Corriente
286|187|4267.28|Ahorros
287|188|1484.17|Corriente
288|189|4888.32|Corriente
289|190|556.48|Ahorros
290|191|4282.39|Corriente
291|192|1302.99|Corriente
292|193|3375.41|Ahorros
293|194|2313.33|Corriente
294|195|1779.73|Corriente
295|196|2925.53|Ahorros
296|197|4285.76|Corriente
297|198|3649.73|Corriente
298|199|3135.19|Ahorros
299|200|3175.61|Corriente
300|201|3278.22|Corriente
301|202|2785.34|Ahorros
302|203|2062.81|Corriente
303|204|3890.23|Corriente
304|205|2610.08|Ahorros
305|206|2323.60|Corriente
306|207|888.76|Corriente
307|208|4565.30|Ahorros
308|209|4700.80|Corriente
309|210|3521.06|Corriente
310|211|2149.48|Ahorros
311|212|898.21|Corriente
312|213|2247.94|Corriente
313|214|1085.45|Ahorros
314|215|686.46|Corriente
315|216|1778.63|Corriente
316|217|2057.08|Ahorros
317|218|1576.66|Corriente
318|219|3408.55|Corriente
319|220|2875.36|Ahorros
320|221|4598.02|Corriente
321|222|1494.99|Corriente
322|223|3719.51|Ahorros
323|224|4016.06|Corriente
324|225|2227.29|Corriente
325|226|4354.49|Ahorros
326|227|4763.21|Corriente
327|228|3559.30|Corriente
328|229|1523.79|Ahorros
329|230|2955.80|Corriente
330|231|3621.74|Corriente
331|232|3914.05|Ahorros
332|233|3768.36|Corriente
333|234|2192.25|Corriente
334|235|1412.92|Ahorros
335|236|4270.04|Corriente
336|237|3761.36|Corriente
337|238|1546.10|Ahorros
338|239|2372.57|Corriente
339|240|4964.76|Corriente
340|241|3912.22|Ahorros
341|242|2457.31|Corriente
342|243|4474.58|Corriente
343|244|4727.25|Ahorros
344|245|3854.56|Corriente
345|246|4976.58|Corriente
346|247|2936.71|Ahorros
347|248|3807.48|Corriente
348|249|1236.92|Corriente
349|250|2046.27|Ahorros
350|251|3584.14|Corriente
351|252|2220.68|Corriente
352|253|1814.47|Ahorros
353|254|1888.19|Corriente
