3851|752|3404.59|Corriente
3852|753|4016.59|Corriente
3853|754|2981.05|Ahorros
3854|755|3948.92|Corriente
3855|756|2997.98|Corriente
3856|757|2923.39|Ahorros
3857|758|1058.52|Corriente
3858|759|1754.42|Corriente
3859|760|2074.67|Ahorros
3860|761|1570.20|Corriente
3861|762|2803.75|Corriente
3862|763|1728.26|Ahorros
3863|764|4968.95|Corriente
3864|765|2168.27|Corriente
3865|766|2868.11|Ahorros
3866|767|3252.97|Corriente
3867|768|3990.37|Corriente
3868|769|4863.37|Ahorros
3869|770|4075.04|Corriente
3870|771|4609.99|Corriente
3871|772|4604.10|Ahorros
3872|773|4596.87|Corriente
3873|774|1681.63|Corriente
3874|775|4307.10|Ahorros
3875|776|918.26|Corriente
3876|777|4544.81|Corriente
3877|778|2770.19|Ahorros
3878|779|1375.19|Corriente
3879|780|3533.08|Corriente
3880|781|1905.52|Ahorros
3881|782|2027.14|Corriente
3882|783|2781.43|Corriente
3883|784|2137.41|Ahorros
3884|785|4766.51|Corriente
3885|786|1161.07|Corriente
3886|787|4291.95|Ahorros
3887|788|1021.65|Corriente
3888|789|2818.08|Corriente
3889|790|1909.64|Ahorros
3890|791|1631.27|Corriente
3891|792|2413.13|Corriente
3892|793|2297.67|Ahorros
3893|794|2485.96|Corriente
3894|795|1127.98|Corriente
3895|796|2229.75|Ahorros
3896|797|4242.09|Corriente
3897|798|1918.74|Corriente
3898|799|3206.69|Ahorros
3899|800|3490.96|Corriente
3900|801|897.34|Corriente
3901|802|1048.24|Ahorros
3902|803|1084.60|Corriente
3903|804|721.13|Corriente
3904|805|3985.35|Ahorros
3905|806|949.65|Corriente
3906|807|4357.90|Corriente
3907|808|1729.90|Ahorros
3908|809|2955.53|Corriente
3909|810|3269.30|Corriente
3910|811|3317.99|Ahorros
3911|812|3656.27|Corriente
3912|813|4355.22|Corriente
3913|814|3375.62|Ahorros
3914|815|3820.16|Corriente
3915|816|4119.13|Corriente
3916|817|2537.54|Ahorros
3917|818|3846.08|Corriente
3918|819|1338.81|Corriente
3919|820|2725.16|Ahorros
3920|821|2087.94|Corriente
3921|822|634.49|Corriente
3922|823|2982.05|Ahorros
3923|824|1047.33|Corriente
3924|825|591.30|Corriente
3925|826|4288.66|Ahorros
3926|827|2706.14|Corriente
3927|828|2001.69|Corriente
3928|829|1680.21|Ahorros
3929|830|3817.42|Corriente
3930|831|4765.37|Corriente
3931|832|818.71|Ahorros
3932|833|1202.46|Corriente
3933|834|4738.34|Corriente
3934|835|4056.76|Ahorros
3935|836|3526.13|Corriente
3936|837|4820.19|Corriente
3937|838|2472.54|Ahorros
3938|839|2970.33|Corriente
3939|840|2534.95|Corriente
3940|841|2907.02|Ahorros
3941|842|4591.40|Corriente
3942|843|2135.85|Corriente
3943|844|1047.50|Ahorros
3944|845|1740.41|Corriente
3945|846|4961.57|Corriente
3946|847|564.47|Ahorros
3947|848|1087.09|Corriente
3948|849|4696.20|Corriente
3949|850|3579.20|Ahorros
3950|851|1120.03|Corriente
3951|852|1982.39|Corriente
3952|853|4939.67|Ahorros
3953|854|1832.17|Corriente
3954|855|2018.83|Corriente
